time_ms,ch1_v,ch2_v
63,2.55,3.59
64,2.55,3.59
65,2.55,3.59
66,2.55,3.59
67,2.55,3.59
68,2.55,3.59
69,2.55,3.59
70,2.55,3.59
71,2.55,3.59
72,2.55,3.59
73,2.55,3.59
74,2.55,3.59
75,2.55,3.59
76,2.55,3.59
77,2.55,3.59
78,2.55,3.59
79,2.55,3.59
80,2.55,3.59
81,2.55,3.59
82,2.55,3.59
83,2.55,3.59
84,2.55,3.59
86,2.55,3.59
87,2.55,3.59
88,2.55,3.59
89,2.55,3.59
90,2.55,3.59
91,2.55,3.59
92,2.55,3.59
93,2.55,3.59
94,2.55,3.59
95,2.55,3.59
96,2.55,3.59
97,2.55,3.59
98,2.55,3.59
99,2.55,3.59
100,2.55,3.59
101,2.55,3.59
103,2.55,3.59
104,2.55,3.59
105,2.55,3.59
106,2.55,3.59
107,2.55,3.59
108,2.55,3.59
109,2.55,3.59
110,2.55,3.59
111,2.55,3.59
112,2.55,3.59
113,2.55,3.59
114,2.55,3.59
115,2.55,3.59
116,2.55,3.59
117,2.55,3.59
118,2.55,3.59
119,2.55,3.59
120,2.55,3.59
121,2.55,3.59
123,2.55,3.59
124,2.55,3.59
125,2.55,3.59
126,2.55,3.59
128,2.55,3.59
129,2.55,3.59
130,2.55,3.59
131,2.55,3.59
132,2.55,3.59
133,2.55,3.59
134,2.55,3.59
135,2.55,3.59
136,2.55,3.59
137,2.55,3.59
138,2.55,3.59
139,2.55,3.59
140,2.55,3.59
141,2.55,3.59
142,2.55,3.59
144,2.55,3.59
145,2.55,3.59
146,2.55,3.59
147,2.55,3.59
148,2.55,3.59
149,2.55,3.59
150,2.55,3.59
151,2.55,3.59
152,2.55,3.59
153,2.55,3.59
154,2.55,3.59
155,2.55,3.59
156,2.55,3.59
157,2.55,3.59
158,2.55,3.59
159,2.55,3.59
160,2.55,3.59
161,2.55,3.59
162,2.55,3.59
164,2.55,3.59
165,2.55,3.59
166,2.55,3.59
167,2.55,3.59
168,2.55,3.59
169,2.55,3.59
171,2.55,3.59
172,2.55,3.59
173,2.55,3.59
174,2.55,3.59
175,2.55,3.59
176,2.55,3.59
177,2.55,3.59
178,2.55,3.59
179,2.55,3.59
180,2.55,3.59
181,2.55,3.59
182,2.55,3.59
184,2.55,3.59
185,2.55,3.59
186,2.55,3.59
187,2.55,3.59
188,2.55,3.59
189,2.55,3.59
190,2.55,3.59
191,2.55,3.59
192,2.55,3.59
193,2.55,3.59
194,2.55,3.59
195,2.55,3.59
196,2.55,3.59
197,2.55,3.59
198,2.55,3.59
199,2.55,3.59
200,2.55,3.59
201,2.55,3.59
202,2.55,3.59
204,2.55,3.59
205,2.55,3.59
206,2.55,3.59
207,2.55,3.59
208,2.55,3.59
209,2.55,3.59
210,2.55,3.59
211,2.55,3.59
212,2.55,3.59
214,2.55,3.59
215,2.55,3.59
216,2.55,3.59
217,2.55,3.59
218,2.55,3.59
219,2.55,3.59
220,2.55,3.59
221,2.55,3.59
222,2.55,3.59
223,2.55,3.59
225,2.55,3.59
226,2.55,3.59
227,2.55,3.59
228,2.55,3.59
229,2.55,3.59
230,2.55,3.59
231,2.55,3.59
232,2.55,3.59
233,2.55,3.59
234,2.55,3.59
235,2.55,3.59
