time_ms,ch1_v,ch2_v
61,4.44,4.52
62,4.44,4.52
63,4.44,4.52
64,4.44,4.52
65,4.44,4.52
66,4.44,4.52
67,4.44,4.52
68,4.44,4.52
69,4.44,4.52
70,4.44,4.52
71,4.44,4.52
72,4.44,4.52
73,4.44,4.52
74,4.44,4.52
75,4.44,4.53
76,4.44,4.52
77,4.44,4.52
78,4.44,4.52
79,4.44,4.53
80,4.44,4.52
81,4.44,4.53
82,4.44,4.52
83,4.44,4.52
84,4.44,4.52
87,4.44,4.52
88,4.44,4.52
89,4.44,4.52
90,4.44,4.52
91,4.44,4.53
92,4.44,4.53
93,4.44,4.52
94,4.44,4.53
95,4.44,4.52
96,4.44,4.53
97,4.44,4.53
98,4.44,4.53
99,4.44,4.53
100,4.44,4.53
101,4.44,4.53
102,4.44,4.53
103,4.44,4.52
104,4.44,4.53
105,4.44,4.53
106,4.44,4.52
107,4.44,4.52
109,4.44,4.53
110,4.44,4.52
111,4.44,4.53
112,4.44,4.53
113,4.44,4.53
114,4.44,4.52
115,4.44,4.52
116,4.44,4.53
117,4.44,4.52
118,4.44,4.52
119,4.44,4.53
120,4.44,4.52
122,4.44,4.53
123,4.44,4.52
124,4.44,4.52
125,4.44,4.52
126,4.44,4.52
128,4.44,4.53
129,4.44,4.53
130,4.44,4.53
131,4.44,4.52
132,4.44,4.53
133,4.44,4.52
134,4.44,4.52
135,4.44,4.52
137,4.44,4.52
138,4.44,4.52
139,4.44,4.52
140,4.44,4.53
141,4.44,4.52
142,4.44,4.53
143,4.44,4.53
144,4.44,4.52
145,4.44,4.52
146,4.44,4.53
147,4.44,4.53
148,4.44,4.53
150,4.44,4.53
151,4.44,4.53
152,4.44,4.53
153,4.44,4.53
154,4.44,4.52
155,4.44,4.52
156,4.44,4.52
157,4.44,4.52
158,4.44,4.53
159,4.44,4.53
160,4.44,4.53
161,4.44,4.53
163,4.44,4.53
164,4.44,4.53
165,4.44,4.53
166,4.44,4.52
167,4.44,4.53
168,4.44,4.53
169,4.44,4.53
171,4.44,4.52
172,4.44,4.53
173,4.44,4.53
174,4.44,4.52
175,4.44,4.53
177,4.44,4.53
178,4.44,4.53
179,4.44,4.53
180,4.44,4.53
181,4.44,4.53
182,4.44,4.53
183,4.44,4.53
184,4.44,4.52
185,4.44,4.52
186,4.44,4.53
187,4.44,4.53
188,4.44,4.53
190,4.44,4.53
191,4.44,4.53
192,4.44,4.53
193,4.44,4.52
194,4.44,4.53
195,4.44,4.52
196,4.44,4.52
197,4.44,4.53
198,4.44,4.53
199,4.44,4.53
200,4.44,4.53
201,4.44,4.53
203,4.44,4.53
204,4.44,4.53
205,4.44,4.52
206,4.44,4.52
207,4.44,4.52
208,4.44,4.52
209,4.44,4.52
210,4.44,4.53
211,4.44,4.53
212,4.44,4.53
214,4.44,4.53
215,4.44,4.52
217,4.44,4.53
218,4.44,4.53
219,4.44,4.52
220,4.44,4.53
221,4.44,4.53
222,4.44,4.53
223,4.44,4.53
224,4.44,4.52
225,4.44,4.52
226,4.44,4.52
227,4.44,4.53
228,4.44,4.53
229,4.44,4.53
231,4.44,4.53
232,4.44,4.53
233,4.44,4.53
234,4.44,4.53
235,4.44,4.52
236,4.44,4.52
237,4.44,4.53
238,4.44,4.52
239,4.44,4.52
240,4.44,4.53
241,4.44,4.53
242,4.44,4.53
244,4.44,4.53
245,4.44,4.53
246,4.44,4.52
247,4.44,4.53
248,4.44,4.52
249,4.44,4.52
250,4.44,4.53
251,4.44,4.53
252,4.44,4.53
253,4.44,4.53
254,4.44,4.53
256,4.44,4.52
258,4.44,4.53
259,4.44,4.52
260,4.44,4.53
261,4.44,4.53
262,4.44,4.53
263,4.44,4.52
264,4.44,4.53
265,4.44,4.53
266,4.44,4.52
267,4.44,4.52
268,4.44,4.52
269,4.44,4.53
271,4.44,4.53
272,4.44,4.53
273,4.44,4.52
274,4.44,4.53
275,4.44,4.53
276,4.44,4.53
277,4.44,4.52
278,4.44,4.53
279,4.44,4.53
280,4.44,4.52
281,4.44,4.52
282,4.44,4.53
284,4.44,4.52
285,4.44,4.52
286,4.44,4.53
287,4.44,4.52
288,4.44,4.53
289,4.44,4.53
290,4.44,4.53
291,4.44,4.53
292,4.44,4.52
293,4.44,4.53
294,4.44,4.53
295,4.44,4.53
297,4.44,4.52
299,4.44,4.53
300,4.44,4.52
301,4.44,4.52
302,4.44,4.53
303,4.44,4.53
304,4.44,4.52
305,4.44,4.53
306,4.44,4.53
307,4.44,4.52
308,4.44,4.53
309,4.44,4.52
310,4.44,4.53
312,4.44,4.52
313,4.44,4.53
314,4.44,4.53
315,4.44,4.53
316,4.44,4.53
317,4.44,4.53
318,4.44,4.53
319,4.44,4.53
320,4.44,4.53
321,4.44,4.53
322,4.44,4.53
323,4.44,4.53
325,4.44,4.53
326,4.44,4.53
327,4.44,4.53
328,4.44,4.53
329,4.44,4.53
330,4.44,4.52
331,4.44,4.53
332,4.44,4.53
333,4.44,4.53
334,4.44,4.53
335,4.44,4.53
336,4.44,4.53
338,4.44,4.53
339,4.44,4.53
340,4.44,4.52
342,4.44,4.53
343,4.44,4.53
344,4.44,4.53
345,4.44,4.53
346,4.44,4.53
347,4.44,4.53
348,4.44,4.53
349,4.44,4.53
351,4.44,4.53
352,4.44,4.53
353,4.44,4.53
354,4.44,4.53
355,4.44,4.53
356,4.44,4.53
357,4.44,4.53
358,4.44,4.52
359,4.44,4.53
360,4.44,4.53
361,4.44,4.53
362,4.44,4.53
364,4.44,4.53
365,4.44,4.53
366,4.44,4.53
367,4.44,4.53
368,4.44,4.53
369,4.44,4.53
370,4.44,4.53
371,4.44,4.53
372,4.44,4.53
373,4.44,4.53
374,4.44,4.53
375,4.44,4.53
377,4.44,4.53
378,4.44,4.53
379,4.44,4.53
380,4.44,4.53
381,4.44,4.53
382,4.44,4.53
384,4.44,4.53
385,4.44,4.53
386,4.44,4.53
387,4.44,4.53
388,4.44,4.53
389,4.44,4.53
391,4.44,4.53
392,4.44,4.53
393,4.44,4.53
394,4.44,4.53
395,4.44,4.53
396,4.44,4.53
397,4.44,4.53
398,4.44,4.53
399,4.44,4.53
400,4.44,4.53
401,4.44,4.53
402,4.44,4.53
404,4.44,4.53
405,4.44,4.53
406,4.44,4.53
407,4.44,4.53
408,4.44,4.53
409,4.44,4.53
410,4.44,4.53
411,4.44,4.53
412,4.44,4.53
413,4.44,4.53
414,4.44,4.53
416,4.44,4.53
417,4.44,4.53
418,4.44,4.53
419,4.44,4.53
420,4.44,4.53
421,4.44,4.53
422,4.44,4.53
423,4.44,4.53
424,4.44,4.53
