time_ms,ch1_v,ch2_v
55,4.28,4.22
56,4.28,4.22
57,4.28,4.22
58,4.28,4.21
59,4.28,4.21
60,4.28,4.21
61,4.28,4.20
62,4.28,4.20
63,4.28,4.20
64,4.28,4.19
65,4.28,4.19
66,4.28,4.18
67,4.28,4.18
68,4.28,4.18
69,4.28,4.17
70,4.28,4.17
71,4.28,4.17
72,4.28,4.17
73,4.28,4.16
74,4.28,4.16
75,4.28,4.16
76,4.28,4.15
77,4.28,4.15
78,4.28,4.15
79,4.28,4.15
80,4.28,4.14
81,4.28,4.14
82,4.28,4.14
83,4.28,4.14
84,4.28,4.13
86,4.28,4.13
87,4.29,4.13
88,4.29,4.13
89,4.29,4.13
90,4.29,4.13
91,4.29,4.12
92,4.29,4.12
94,4.29,4.12
95,4.29,4.12
96,4.29,4.12
97,4.29,4.11
98,4.29,4.11
99,4.29,4.11
100,4.29,4.11
101,4.29,4.11
102,4.29,4.10
103,4.29,4.10
104,4.29,4.10
105,4.29,4.10
106,4.29,4.10
107,4.29,4.10
108,4.29,4.09
109,4.29,4.09
110,4.29,4.09
112,4.29,4.09
113,4.29,4.09
114,4.29,4.09
115,4.29,4.09
116,4.29,4.09
117,4.29,4.09
118,4.29,4.08
119,4.29,4.08
120,4.29,4.08
121,4.29,4.08
122,4.29,4.08
123,4.29,4.08
124,4.29,4.08
125,4.29,4.08
128,4.29,4.08
129,4.29,4.08
130,4.29,4.08
131,4.29,4.08
132,4.29,4.08
133,4.29,4.07
134,4.29,4.07
135,4.29,4.07
136,4.30,4.07
137,4.29,4.07
138,4.30,4.07
139,4.30,4.07
140,4.30,4.07
142,4.30,4.07
143,4.30,4.07
144,4.29,4.07
145,4.30,4.07
146,4.30,4.07
147,4.30,4.07
148,4.30,4.07
149,4.30,4.07
150,4.30,4.07
151,4.30,4.07
152,4.30,4.07
153,4.30,4.07
154,4.30,4.07
155,4.30,4.07
156,4.30,4.07
158,4.30,4.07
159,4.30,4.07
160,4.30,4.07
161,4.30,4.07
162,4.30,4.07
163,4.30,4.07
164,4.30,4.07
165,4.30,4.07
166,4.30,4.07
167,4.30,4.07
168,4.30,4.07
169,4.30,4.07
171,4.30,4.07
172,4.30,4.07
174,4.30,4.07
175,4.30,4.07
176,4.30,4.07
177,4.30,4.07
178,4.30,4.07
179,4.30,4.07
180,4.30,4.07
181,4.30,4.07
182,4.30,4.07
183,4.30,4.07
184,4.30,4.08
185,4.30,4.07
186,4.30,4.07
187,4.30,4.08
188,4.30,4.08
189,4.30,4.08
191,4.30,4.08
192,4.30,4.08
193,4.30,4.08
194,4.30,4.08
195,4.30,4.08
196,4.30,4.08
197,4.30,4.08
198,4.30,4.08
199,4.30,4.08
