time_ms,ch1_v,ch2_v
,4.39,3.71
62,4.39,3.71
63,4.39,3.71
64,4.39,3.71
65,4.39,3.71
66,4.39,3.71
67,4.39,3.71
68,4.39,3.71
69,4.39,3.71
70,4.39,3.71
71,4.39,3.71
72,4.39,3.71
73,4.39,3.71
74,4.39,3.71
75,4.39,3.71
76,4.39,3.71
77,4.39,3.71
78,4.39,3.71
79,4.39,3.71
80,4.39,3.71
81,4.39,3.71
82,4.39,3.71
83,4.39,3.71
84,4.39,3.71
86,4.39,3.71
87,4.39,3.71
88,4.39,3.71
89,4.39,3.71
90,4.39,3.71
91,4.39,3.71
92,4.39,3.71
93,4.39,3.71
94,4.39,3.71
96,4.39,3.71
97,4.39,3.70
98,4.39,3.71
99,4.39,3.70
100,4.39,3.71
101,4.39,3.71
102,4.39,3.71
103,4.39,3.71
104,4.39,3.71
105,4.39,3.71
106,4.39,3.71
107,4.39,3.71
108,4.39,3.71
109,4.39,3.71
110,4.40,3.71
111,4.39,3.71
113,4.39,3.71
114,4.40,3.71
115,4.39,3.71
116,4.39,3.71
117,4.39,3.70
118,4.39,3.71
119,4.39,3.70
120,4.39,3.70
121,4.39,3.71
122,4.39,3.71
123,4.39,3.70
124,4.39,3.70
125,4.39,3.71
126,4.40,3.70
129,4.39,3.70
130,4.39,3.70
131,4.39,3.70
132,4.39,3.70
133,4.39,3.70
134,4.39,3.70
135,4.39,3.70
136,4.39,3.70
137,4.39,3.70
138,4.39,3.70
139,4.39,3.70
140,4.39,3.70
141,4.39,3.70
142,4.39,3.70
144,4.39,3.70
145,4.39,3.70
146,4.39,3.70
147,4.39,3.70
148,4.39,3.70
149,4.39,3.70
150,4.39,3.70
151,4.39,3.70
152,4.39,3.70
153,4.39,3.70
154,4.39,3.70
155,4.39,3.70
156,4.39,3.70
157,4.39,3.70
159,4.39,3.70
160,4.39,3.70
161,4.39,3.70
162,4.39,3.70
163,4.39,3.70
164,4.39,3.70
165,4.39,3.70
166,4.39,3.70
167,4.39,3.70
168,4.39,3.70
169,4.39,3.70
171,4.39,3.70
172,4.39,3.70
173,4.39,3.70
174,4.39,3.70
176,4.39,3.70
177,4.39,3.70
178,4.39,3.70
179,4.39,3.70
180,4.39,3.70
181,4.39,3.70
182,4.39,3.70
183,4.39,3.70
184,4.39,3.70
185,4.39,3.70
186,4.39,3.70
187,4.39,3.70
188,4.39,3.70
189,4.39,3.70
191,4.39,3.70
192,4.39,3.70
193,4.39,3.70
194,4.39,3.70
195,4.39,3.70
196,4.39,3.70
197,4.39,3.70
198,4.39,3.70
199,4.39,3.70
200,4.39,3.70
201,4.39,3.70
202,4.39,3.70
203,4.39,3.70
204,4.39,3.70
205,4.39,3.70
207,4.39,3.70
208,4.39,3.70
209,4.39,3.70
210,4.39,3.70
211,4.39,3.70
212,4.39,3.70
214,4.39,3.70
215,4.39,3.70
216,4.39,3.70
217,4.39,3.70
218,4.39,3.70
219,4.39,3.70
220,4.39,3.70
221,4.39,3.70
223,4.39,3.70
224,4.39,3.70
225,4.39,3.70
226,4.39,3.70
227,4.39,3.70
228,4.39,3.70
229,4.39,3.70
230,4.39,3.70
231,4.39,3.70
232,4.39,3.70
233,4.39,3.70
234,4.39,3.70
235,4.39,3.70
236,4.39,3.70
237,4.39,3.70
239,4.39,3.70
240,4.39,3.70
241,4.39,3.70
242,4.39,3.70
243,4.39,3.70
244,4.39,3.70
245,4.39,3.70
246,4.39,3.70
247,4.39,3.70
248,4.39,3.70
249,4.39,3.70
250,4.39,3.70
251,4.39,3.70
252,4.39,3.71
254,4.39,3.71
256,4.39,3.71
257,4.39,3.70
258,4.39,3.71
259,4.39,3.71
260,4.39,3.71
261,4.39,3.71
262,4.39,3.71
263,4.39,3.71
264,4.39,3.71
265,4.39,3.71
266,4.39,3.71
267,4.39,3.71
269,4.39,3.71
270,4.39,3.71
271,4.39,3.71
272,4.39,3.71
273,4.39,3.71
274,4.39,3.71
275,4.39,3.71
276,4.39,3.71
277,4.39,3.71
278,4.39,3.71
279,4.39,3.71
280,4.39,3.71
281,4.39,3.71
283,4.39,3.71
284,4.39,3.71
285,4.39,3.71
286,4.39,3.71
287,4.39,3.71
288,4.39,3.71
289,4.39,3.71
290,4.39,3.71
291,4.39,3.71
292,4.39,3.71
293,4.39,3.71
294,4.39,3.71
295,4.39,3.71
297,4.39,3.71
299,4.39,3.71
300,4.39,3.71
301,4.39,3.71
302,4.39,3.71
303,4.39,3.71
304,4.39,3.71
305,4.39,3.71
306,4.39,3.71
307,4.39,3.71
308,4.39,3.71
309,4.39,3.71
310,4.39,3.71
312,4.39,3.71
313,4.39,3.71
314,4.39,3.71
315,4.39,3.71
316,4.39,3.71
317,4.39,3.71
318,4.39,3.71
319,4.39,3.71
320,4.39,3.71
321,4.39,3.71
322,4.39,3.71
323,4.39,3.71
324,4.39,3.71
326,4.39,3.71
327,4.39,3.71
328,4.39,3.71
329,4.39,3.71
330,4.39,3.71
331,4.39,3.71
332,4.39,3.71
333,4.39,3.71
334,4.39,3.71
335,4.39,3.71
336,4.39,3.71
337,4.39,3.71
338,4.39,3.71
340,4.39,3.71
342,4.39,3.70
343,4.39,3.70
344,4.39,3.70
345,4.39,3.71
346,4.39,3.71
347,4.39,3.71
348,4.39,3.70
349,4.39,3.70
350,4.39,3.70
351,4.39,3.70
352,4.39,3.70
353,4.39,3.70
354,4.39,3.70
356,4.39,3.70
357,4.39,3.71
358,4.39,3.71
359,4.39,3.70
360,4.39,3.71
361,4.39,3.71
362,4.39,3.71
363,4.39,3.70
364,4.39,3.70
365,4.39,3.71
366,4.39,3.71
367,4.39,3.70
368,4.39,3.71
370,4.39,3.71
371,4.39,3.70
372,4.39,3.70
373,4.39,3.70
374,4.39,3.71
375,4.39,3.70
376,4.39,3.71
377,4.39,3.70
378,4.39,3.70
379,4.39,3.70
380,4.39,3.70
381,4.39,3.70
382,4.39,3.70
384,4.39,3.70
386,4.39,3.70
387,4.39,3.70
388,4.39,3.70
389,4.39,3.70
390,4.39,3.70
391,4.39,3.70
392,4.39,3.70
393,4.39,3.70
394,4.39,3.70
395,4.40,3.70
396,4.40,3.70
397,4.40,3.71
398,4.39,3.70
399,4.39,3.71
400,4.40,3.71
402,4.39,3.70
403,4.40,3.70
404,4.40,3.71
405,4.40,3.70
406,4.40,3.70
407,4.40,3.71
408,4.40,3.70
409,4.40,3.70
410,4.40,3.70
411,4.40,3.71
412,4.40,3.70
413,4.40,3.71
414,4.40,3.71
415,4.40,3.71
416,4.40,3.71
418,4.40,3.71
419,4.40,3.71
420,4.40,3.71
421,4.40,3.70
422,4.40,3.70
423,4.40,3.71
424,4.40,3.71
425,4.40,3.71
427,4.40,3.71
428,4.40,3.71
429,4.40,3.71
430,4.40,3.71
431,4.40,3.71
432,4.40,3.71
434,4.40,3.71
435,4.40,3.71
436,4.40,3.71
437,4.40,3.71
438,4.40,3.71
439,4.40,3.71
440,4.40,3.71
441,4.40,3.71
442,4.40,3.71
443,4.40,3.71
444,4.40,3.71
445,4.40,3.71
446,4.40,3.71
447,4.40,3.71
448,4.40,3.70
450,4.40,3.70
451,4.40,3.71
452,4.40,3.71
453,4.40,3.71
454,4.40,3.71
455,4.40,3.70
456,4.41,3.71
457,4.40,3.71
458,4.40,3.71
459,4.40,3.71
460,4.40,3.71
461,4.40,3.71
462,4.40,3.71
463,4.41,3.71
465,4.41,3.71
466,4.41,3.71
467,4.41,3.71
468,4.40,3.71
470,4.40,3.71
471,4.40,3.71
472,4.41,3.71
473,4.41,3.71
474,4.41,3.71
475,4.41,3.71
476,4.41,3.71
477,4.41,3.71
478,4.41,3.71
480,4.41,3.71
481,4.41,3.71
482,4.41,3.71
483,4.41,3.71
484,4.41,3.71
485,4.41,3.71
486,4.41,3.71
487,4.41,3.71
488,4.41,3.71
489,4.41,3.71
490,4.41,3.71
491,4.41,3.71
492,4.41,3.71
494,4.41,3.71
495,4.41,3.71
496,4.41,3.71
497,4.41,3.71
498,4.41,3.71
499,4.41,3.71
500,4.41,3.71
501,4.41,3.71
502,4.41,3.71
503,4.41,3.71
504,4.41,3.71
505,4.41,3.71
506,4.41,3.71
508,4.41,3.71
509,4.41,3.71
510,4.41,3.71
512,4.41,3.71
513,4.41,3.71
514,4.41,3.71
515,4.41,3.71
516,4.41,3.71
517,4.41,3.71
518,4.41,3.71
519,4.41,3.71
520,4.41,3.71
521,4.41,3.71
523,4.41,3.71
524,4.41,3.71
525,4.41,3.71
526,4.41,3.71
527,4.41,3.71
528,4.41,3.71
529,4.41,3.71
530,4.41,3.71
531,4.41,3.71
532,4.41,3.71
533,4.41,3.71
534,4.41,3.71
535,4.41,3.71
537,4.41,3.71
538,4.41,3.71
539,4.41,3.71
540,4.41,3.71
541,4.41,3.71
542,4.41,3.71
543,4.41,3.71
544,4.41,3.71
545,4.41,3.71
546,4.41,3.71
547,4.41,3.71
548,4.41,3.71
549,4.41,3.71
551,4.41,3.71
552,4.42,3.71
553,4.41,3.71
555,4.41,3.71
556,4.42,3.70
557,4.41,3.70
558,4.41,3.70
559,4.42,3.70
560,4.42,3.70
561,4.42,3.70
562,4.42,3.70
563,4.42,3.70
564,4.42,3.70
565,4.42,3.70
567,4.42,3.70
568,4.43,3.70
569,4.43,3.70
570,4.43,3.70
571,4.43,3.70
572,4.43,3.70
573,4.43,3.70
574,4.43,3.70
575,4.42,3.70
576,4.42,3.70
577,4.42,3.70
578,4.42,3.70
579,4.42,3.70
580,4.42,3.70
582,4.42,3.70
583,4.42,3.70
584,4.42,3.70
585,4.42,3.70
586,4.42,3.71
587,4.42,3.71
588,4.42,3.71
589,4.42,3.71
590,4.42,3.71
591,4.42,3.71
592,4.42,3.71
593,4.42,3.71
594,4.42,3.71
595,4.42,3.71
598,4.42,3.71
599,4.42,3.71
600,4.42,3.71
601,4.42,3.71
602,4.42,3.71
603,4.42,3.70
604,4.42,3.70
605,4.42,3.70
606,4.42,3.70
607,4.42,3.70
608,4.42,3.70
609,4.42,3.70
610,4.42,3.70
612,4.42,3.70
613,4.42,3.70
614,4.42,3.70
615,4.42,3.70
616,4.42,3.70
617,4.42,3.70
618,4.42,3.70
619,4.42,3.70
620,4.42,3.71
621,4.42,3.71
622,4.42,3.71
623,4.42,3.71
624,4.42,3.71
625,4.42,3.71
627,4.42,3.71
628,4.42,3.71
629,4.42,3.71
630,4.42,3.71
631,4.42,3.71
632,4.42,3.71
633,4.42,3.71
634,4.42,3.71
635,4.42,3.71
636,4.42,3.70
637,4.42,3.71
638,4.42,3.70
640,4.42,3.70
642,4.42,3.70
643,4.42,3.70
644,4.42,3.70
645,4.42,3.70
646,4.42,3.70
647,4.42,3.70
648,4.42,3.70
649,4.42,3.70
650,4.42,3.70
651,4.42,3.70
652,4.42,3.70
653,4.42,3.70
654,4.42,3.70
655,4.42,3.70
656,4.42,3.70
658,4.42,3.71
659,4.42,3.71
660,4.42,3.71
661,4.42,3.71
662,4.42,3.71
663,4.42,3.71
664,4.42,3.71
665,4.42,3.71
666,4.42,3.71
667,4.42,3.71
668,4.42,3.71
669,4.42,3.71
670,4.42,3.71
672,4.42,3.71
673,4.42,3.71
674,4.42,3.71
675,4.41,3.71
676,4.41,3.71
677,4.41,3.71
678,4.41,3.71
679,4.42,3.71
680,4.42,3.71
681,4.41,3.71
683,4.42,3.71
684,4.41,3.71
685,4.41,3.72
687,4.41,3.71
688,4.41,3.72
689,4.41,3.72
690,4.41,3.72
691,4.41,3.71
692,4.41,3.72
693,4.41,3.71
694,4.41,3.71
695,4.41,3.71
696,4.41,3.71
697,4.41,3.71
698,4.41,3.71
699,4.41,3.71
701,4.42,3.71
702,4.42,3.71
703,4.42,3.71
704,4.41,3.71
705,4.41,3.71
706,4.42,3.71
707,4.41,3.71
708,4.42,3.71
709,4.42,3.71
710,4.42,3.71
711,4.42,3.71
712,4.42,3.71
713,4.42,3.71
715,4.42,3.71
716,4.42,3.71
717,4.42,3.71
718,4.42,3.71
719,4.42,3.71
720,4.42,3.71
721,4.42,3.71
722,4.42,3.71
723,4.42,3.71
724,4.42,3.71
726,4.42,3.71
727,4.42,3.71
728,4.42,3.71
730,4.42,3.71
731,4.42,3.71
732,4.42,3.71
733,4.42,3.71
734,4.41,3.71
735,4.42,3.72
736,4.42,3.72
737,4.42,3.72
738,4.42,3.71
739,4.41,3.71
740,4.42,3.71
741,4.42,3.71
742,4.42,3.71
744,4.42,3.71
745,4.42,3.71
746,4.42,3.71
747,4.42,3.71
748,4.42,3.71
749,4.42,3.71
750,4.42,3.71
751,4.43,3.71
752,4.42,3.71
753,4.42,3.71
754,4.42,3.71
755,4.43,3.71
756,4.42,3.70
758,4.43,3.70
759,4.43,3.70
760,4.43,3.70
761,4.43,3.70
762,4.43,3.70
763,4.43,3.70
764,4.43,3.70
765,4.43,3.70
766,4.43,3.70
768,4.42,3.70
769,4.42,3.69
770,4.42,3.69
771,4.41,3.70
772,4.41,3.69
774,4.41,3.70
775,4.41,3.70
776,4.41,3.70
777,4.41,3.70
778,4.41,3.70
779,4.41,3.70
780,4.40,3.71
781,4.40,3.71
782,4.40,3.71
783,4.40,3.71
784,4.40,3.71
785,4.40,3.71
786,4.40,3.71
787,4.40,3.71
789,4.40,3.71
790,4.40,3.71
791,4.40,3.71
792,4.40,3.71
793,4.39,3.71
794,4.39,3.71
795,4.39,3.71
796,4.39,3.71
797,4.39,3.70
798,4.39,3.70
799,4.39,3.70
800,4.39,3.70
801,4.39,3.70
802,4.39,3.70
804,4.39,3.70
805,4.39,3.70
806,4.39,3.70
807,4.39,3.70
808,4.39,3.70
809,4.39,3.71
811,4.39,3.71
812,4.38,3.71
813,4.38,3.71
814,4.38,3.71
815,4.38,3.71
816,4.38,3.71
817,4.38,3.71
819,4.38,3.71
820,4.39,3.71
821,4.39,3.71
822,4.39,3.71
823,4.39,3.71
824,4.39,3.71
825,4.40,3.71
826,4.40,3.71
827,4.40,3.71
828,4.40,3.70
829,4.40,3.70
830,4.41,3.70
831,4.41,3.70
832,4.41,3.70
834,4.41,3.70
835,4.41,3.70
836,4.41,3.70
837,4.42,3.70
838,4.42,3.70
839,4.42,3.70
840,4.43,3.70
841,4.43,3.70
842,4.43,3.70
843,4.43,3.70
844,4.43,3.69
845,4.43,3.69
846,4.43,3.69
848,4.43,3.69
849,4.42,3.68
850,4.42,3.68
851,4.41,3.68
852,4.41,3.68
854,4.40,3.68
855,4.40,3.69
856,4.40,3.69
857,4.40,3.69
858,4.40,3.69
859,4.39,3.69
860,4.39,3.70
861,4.39,3.69
862,4.39,3.70
